0,1,2,3
[DETECTION],detect,,
[DETENTION],detain,,
[DETENTION],detain,,
[DETERIORATION],deteriorate,,
[DETERIORATION],deteriorate,,
[DETERMENT],deter,,
[DETERMINANT],determine,,
[DETERMINATION],determine,,
[DETERMINATION],determine,,
[DETERMINATION],determine,,
[DETERMINER],determine,,
[DETERMINER],determine,,
[DETERMINER],determine,,
[DETERRENCE],deter,,
[DETERRENCE],deter,,
[DETERRENT],deter,,
[DETESTATION],detest,,
[DETHRONEMENT],dethrone,,
[DETONATION],detonate,,
[DETONATION],detonate,,
[DETOXIFICATION],detoxify,,
[DETOXIFICATION],detoxify,,
[DETRACTION],detract,,
[DETRIBALISATION],detribalise,,
[DETRIBALIZATION],detribalize,,
[DEVALUATION],devaluate,devalue,
[DEVALUATION],devaluate,devalue,
[DEVASTATION],devastate,,
[DEVASTATION],devastate,,
[DEVASTATION],devastate,,
[DEVASTATION],devastate,,
[DEVASTATION],devastate,,
[DEVELOPING],develop,,
[DEVELOPMENT],develop,,
[DEVELOPMENT],develop,,
[DEVELOPMENT],develop,,
[DEVELOPMENT],develop,,
[DEVELOPMENT],develop,,
[DEVELOPMENT],develop,,
[DEVELOPMENT],develop,,
[DEVELOPMENT],develop,,
[DEVIATION],deviate,,
[DEVIATION],deviate,,
[DEVIATION],deviate,,
[DEVIATION],deviate,,
[DEVILMENT],devil,,
[DEVILRY],devil,,
[DEVILTRY],devil,,
[DEVISAL],devise,,
[DEVISE],devise,,
[DEVISING],devise,,
[DEVITALISATION],devitalise,,
[DEVITALIZATION],devitalize,,
[DEVOLUTION],devolve,,
[DEVOLVEMENT],devolve,,
[DEVOTION],devote,,
[DEVOTION],devote,,
[DIAGNOSING],diagnose,,
[DIAGNOSIS],diagnose,,
[DIAGONALISATION],diagonalise,,
[DIAGONALIZATION],diagonalize,,
[DIAGRAMMING],diagram,,
[DIALYSIS],dialyze,,
[DICHOTOMISATION],dichotomise,,
[DICHOTOMIZATION],dichotomize,,
[DICTATE],dictate,,
[DICTATE],dictate,,
[DICTATION],dictate,,
[DICTATION],dictate,,
[DICTATION],dictate,,
[DIEBACK],die_back,,
[DIET],diet,,
[DIETING],diet,,
[DIFFERENCE],differ,,
[DIFFERENCE],differentiate,,
[DIFFERENCE],differentiate,,
[DIFFERENTIATION],differentiate,,
[DIFFERENTIATION],differentiate,,
[DIFFERENTIATION],differentiate,,
[DIFFRACTION],diffract,,
[DIFFUSION],diffuse,,
[DIG],dig,,
[DIG],dig,,
[DIG],dig,,
[DIGEST],digest,,
[DIGEST],digest,,
[DIGESTION],digest,,
[DIGESTION],digest,,
[DIGESTION],digest,,
[DIGGING],dig,,
[DIGITALIZATION],digitalize,,
[DIGITISATION],digitise,,
[DIGITIZATION],digitize,,
[DIGRESSION],digress,,
[DIGRESSION],digress,,
[DIGRESSION],digress,,
[DILAPIDATION],dilapidate,,
[DILAPIDATION],dilapidate,,
[DILATATION],dilate,,
[DILATATION],dilate,,
[DILATION],dilate,,
[DILATION],dilate,,
[DILUTION],dilute,,
[DIMENSION],dimension,,
[DIMINUTION],diminish,,
[DIN],din,,
[DINING],dine,,
[DIP],dip,,
[DIP],dip,,
[DIPHTHONG],diphthongize,,
[DIRECTIVE],direct,,
[DIRTYING],dirty,,
[DISABLEMENT],disable,,
[DISAFFECTION],disaffect,,
[DISAGREEMENT],disagree,,
[DISAGREEMENT],disagree,,
[DISAMBIGUATION],disambiguate,,
[DISAMBIGUATOR],disambiguate,,
[DISAPPEARANCE],disappear,,
[DISAPPEARANCE],disappear,,
[DISAPPEARANCE],disappear,,
[DISAPPEARING],disappear,,
[DISAPPOINTMENT],disappoint,,
[DISAPPOINTMENT],disappoint,,
[DISAPPROVAL],disapprove,,
[DISAPPROVAL],disapprove,,
[DISARMAMENT],disarm,,
[DISARMING],disarm,,
[DISARRANGEMENT],disarrange,,
[DISASSOCIATION],disassociate,,
[DISASSOCIATION],disassociate,,
[DISAVOWAL],disavow,,
[DISBANDMENT],disband,,
[DISBARMENT],disbar,,
[DISBURSAL],disburse,,
[DISBURSEMENT],disburse,,
[DISBURSEMENT],disburse,,
[DISCARD],discard,,
[DISCERNMENT],discern,,
[DISCHARGE],discharge,,
[DISCHARGE],discharge,,
[DISCHARGE],discharge,,
[DISCHARGE],discharge,,
[DISCHARGE],discharge,,
[DISCIPLINE],discipline,,
[DISCIPLINE],discipline,,
[DISCLAIMER],disclaim,,
[DISCLOSURE],disclose,,
[DISCOLORATION],discolor,,
[DISCOLOURATION],discolour,,
[DISCOMBOBULATION],discombobulate,,
[DISCOMFITURE],discomfit,,
[DISCOMPOSURE],discompose,,
[DISCONCERTION],disconcert,,
[DISCONCERTMENT],disconcert,,
[DISCONNECTION],disconnect,,
[DISCONTENT],discontent,,
[DISCONTENTMENT],discontent,,
[DISCONTINUANCE],discontinue,,
[DISCONTINUATION],discontinue,,
[DISCORD],discord,,
[DISCORDANCE],discord,,
[DISCOUNT],discount,,
[DISCOUNT],discount,,
[DISCOURAGEMENT],discourage,,
[DISCOURAGEMENT],discourage,,
[DISCOURSE],discourse,,
[DISCOVERY],discover,,
[DISCOVERY],discover,,
[DISCOVERY],discover,,
[DISCREDIT],discredit,,
[DISCRIMINATION],discriminate,,
[DISCRIMINATION],discriminate,,
[DISCUSSION],discuss,,
[DISCUSSION],discuss,,
[DISDAIN],disdain,,
[DISEMBARKATION],disembark,,
[DISEMBARKMENT],disembark,,
[DISEMBARRASSMENT],disembarrass,,
[DISENCHANTMENT],disenchant,,
[DISENFRANCHISEMENT],disenfranchise,,
[DISENGAGEMENT],disengage,,
[DISENTANGLEMENT],disentangle,,
[DISESTABLISHMENT],disestablish,,
[DISESTEEM],disesteem,,
[DISFAVOR],disfavor,,
[DISFAVOUR],disfavour,,
[DISFIGUREMENT],disfigure,,
[DISFORESTATION],disforest,,
[DISFRANCHISEMENT],disfranchise,,
[DISGORGEMENT],disgorge,,
[DISGRACE],disgrace,,
[DISGRUNTLEMENT],disgruntle,,
[DISGUISE],disguise,,
[DISGUST],disgust,,
[DISHEARTENMENT],dishearten,,
[DISHEARTENMENT],dishearten,,
[DISHONOR],dishonor,,
[DISHONOUR],dishonour,,
[DISILLUSION],disillusion,,
[DISILLUSIONMENT],disillusion,,
[DISINFECTION],disinfect,,
[DISINFESTATION],disinfest,,
[DISINHERITANCE],disinherit,,
[DISINTEGRATION],disintegrate,,
[DISINTEGRATION],disintegrate,,
[DISINTEGRATION],disintegrate,,
[DISINTERMENT],disinter,,
[DISINVESTMENT],disinvest,,
[DISJUNCTION],disjoin,,
[DISJUNCTION],disjoin,,
[DISJUNCTURE],disjoin,,
[DISLIKE],dislike,,
[DISLOCATION],dislocate,,
[DISLOCATION],dislocate,,
[DISLOCATION],dislocate,,
[DISLODGEMENT],dislodge,,
[DISMANTLEMENT],dismantle,,
[DISMANTLING],dismantle,,
[DISMAY],dismay,,
[DISMAY],dismay,,
[DISMEMBERMENT],dismember,,
[DISMISSAL],dismiss,,
[DISMISSAL],dismiss,,
[DISMISSAL],dismiss,,
[DISMISSION],dismiss,,
[DISMOUNT],dismount,,
[DISOBEDIENCE],disobey,,
[DISORDER],disorder,,
[DISORGANISATION],disorganise,,
[DISORGANISATION],disorganise,,
[DISORGANIZATION],disorganize,,
[DISORGANIZATION],disorganize,,
[DISORIENTATION],disorient,,
[DISOWNING],disown,,
[DISOWNMENT],disown,,
[DISPARAGEMENT],disparage,,
[DISPARAGEMENT],disparage,,
[DISPATCH],dispatch,,
[DISPATCH],dispatch,,
[DISPENSATION],dispense,,
[DISPENSATION],dispense,,
[DISPENSATION],dispense,,
[DISPERSAL],disperse,,
[DISPERSION],disperse,,
[DISPERSION],disperse,,
[DISPLAY],display,,
[DISPLEASURE],displease,,
[DISPOSAL],dispose,,
[DISPOSITION],dispose,,
[DISPOSITION],dispose,,
[DISPOSSESSION],dispossess,,
[DISPUTATION],dispute,,
[DISPUTATION],dispute,,
[DISPUTE],dispute,,
[DISPUTE],dispute,,
[DISQUALIFICATION],disqualify,,
[DISQUIET],disquiet,,
[DISREGARD],disregard,,
[DISREGARD],disregard,,
[DISRESPECT],disrespect,,
[DISRESPECT],disrespect,,
[DISRUPTION],disrupt,,
[DISRUPTION],disrupt,,
[DISSATISFACTION],dissatisfy,,
[DISSECTION],dissect,,
[DISSECTION],dissect,,
[DISSECTION],dissect,,
[DISSEMBLING],dissemble,,
[DISSEMINATION],disseminate,,
[DISSEMINATION],disseminate,,
[DISSENSION],dissent,,
[DISSENSION],dissent,,
[DISSENT],dissent,,
[DISSENT],dissent,,
[DISSENT],dissent,,
[DISSERTATION],dissertate,,
[DISSIMILATION],dissimilate,,
[DISSIMULATION],dissimulate,,
[DISSIPATION],dissipate,,
[DISSIPATION],dissipate,,
[DISSIPATION],dissipate,,
[DISSOCIATION],dissociate,,
[DISSOCIATION],dissociate,,
[DISSOCIATION],dissociate,,
[DISSOLUTION],dissolve,,
[DISSOLUTION],dissolve,,
[DISSOLUTION],dissolve,,
[DISSOLUTION],dissolve,,
[DISSOLVE],dissolve,,
[DISSOLVING],dissolve,,
[DISSONANCE],dissonate,,
[DISSUASION],dissuade,,
[DISSUASION],dissuade,,
[DISTANCE],distance,,
[DISTEMPER],distemper,,
[DISTEMPER],distemper,,
[DISTENSION],distend,,
[DISTENSION],distend,,
[DISTENTION],distend,,
[DISTILLATION],distill,,
[DISTILLMENT],distill,,
[DISTINCTION],distinguish,,
[DISTORTION],distort,,
[DISTORTION],distort,,
[DISTORTION],distort,,
[DISTRACTION],distract,,
[DISTRACTION],distract,,
[DISTRESS],distress,,
[DISTRIBUTION],distribute,,
[DISTRIBUTION],distribute,,
[DISTRICT],district,,
[DISTRUST],distrust,,
[DISTURBANCE],disturb,,
[DISTURBANCE],disturb,,
[DISUNION],disunite,,
[DITHER],dither,,
[DITTO],ditto,,
[DIVAGATION],divagate,,
[DIVAGATION],divagate,,
[DIVE],dive,,
[DIVE-BOMBING],dive-bomb,,
[DIVERGENCE],diverge,,
[DIVERGENCE],diverge,,
[DIVERGENCE],diverge,,
[DIVERGENCY],diverge,,
[DIVERGENCY],diverge,,
[DIVERSIFICATION],diversify,,
[DIVERSIFICATION],diversify,,
[DIVERSION],divert,,
[DIVERSION],divert,,
[DIVESTITURE],divest,,
[DIVESTITURE],divest,,
[DIVIDE],divide,,
[DIVINATION],divine,,
[DIVINATION],divine,,
[DIVING],dive,,
[DIVISION],divide,,
[DIVISION],divide,,
[DIVISION],divide,,
[DIVORCE],divorce,,
[DIVORCEMENT],divorce,,
[DIVULGEMENT],divulge,,
[DIVULGENCE],divulge,,
[DOCKET],docket,,
[DOCKING],dock,,
[DOCTRINE],indoctrinate,,
[DOCUMENT],document,,
[DOCUMENTARY],document,,
[DOCUMENTATION],document,,
[DOCUMENTATION],document,,
[DOCUMENTATION],document,,
[DODGE],dodge,,
[DODGE],dodge,,
[DODGING],dodge,,
[DODGING],dodge,,
[DOGFIGHT],dogfight,,
[DOGFIGHT],dogfight,,
[DOGMA],dogmatize,,
[DOGMA],dogmatize,,
[DOMINANCE],dominate,,
[DOMINATION],dominate,,
[DOMINATION],dominate,,
[DOMINION],dominate,,
[DONATION],donate,,
[DONATION],donate,,
[DOOM],doom,,
[DOUBLE],double,,
[DOUBLE],double,,
[DOUBLE],double,,
[DOUBLE-CROSSING],double_cross,,
[DOUBLE_CHECK],double-check,,
[DOUBLE_CROSS],double_cross,,
[DOUBLING],double,,
[DOUBLING],double,,
[DOUBT],doubt,,
[DOUCHE],douche,,
[DOUSING],douse,,
[DOWER],dower,,
[DOWER],dower,,
[DOWERY],dower,,
[DOWSE],dowse,,
[DOWSING],dowse,,
[DOZE],doze,,
[DRAFT],draft,,
[DRAFT],draft,,
[DRAFTING],draft,,
[DRAFTING],draft,,
[DRAG],drag,,
[DRAG],drag,,
[DRAIN],drain,,
[DRAIN],drain,,
[DRAINAGE],drain,,
[DRAMA],dramatize,dramatise,
[DRAMA],dramatize,dramatise,
[DRAMA],dramatize,dramatise,
[DRAMATISATION],dramatise,,
[DRAMATIZATION],dramatize,,
[DRAMATIZATION],dramatize,,
[DRAW],draw,,
[DRAW],draw,,
[DRAWING],draw,,
[DRAWING],draw,,
[DRAWING],draw,,
[DRAWING],draw,,
[DRAWING],draw,,
[DRAWL],drawl,,
[DREAD],dread,,
[DREAM],dream,,
[DREAM],dream,,
[DREAMING],dream,,
[DREAMING],dream,,
[DRESSING],dress,,
[DRESSING],dress,,
[DRESSING],dress,,
[DRIBBLE],dribble,,
[DRIBBLE],dribble,,
[DRIBBLING],dribble,,
[DRIFT],drift,,
[DRIFT],drive,,
[DRIFT],drift,,
[DRIFT],drive,,
[DRIFTAGE],drift,,
[DRIFTING],drift,,
[DRILL],drill,,
[DRILL],drill,,
[DRILLING],drill,,
[DRILLING],drill,,
[DRINK],drink,,
[DRINK],drink,,
[DRINKING],drink,,
[DRINKING],drink,,
[DRIP],drip,,
[DRIVE],drive,,
[DRIVE],drive,,
[DRIVE],drive,,
[DRIVE],drive,,
[DRIVE],drive,,
[DRIVE],drive,,
[DRIVER],drive,,
[DRIVING],drive,,
[DRIVING],drive,,
[DRIZZLE],drizzle,,
[DRONE],drone,,
[DRONING],drone,,
[DROP],drop,,
[DROP],drop,,
[DROP-OFF],drop_off,,
[DROP-OFF],drop_off,,
[DROPKICK],dropkick,,
[DROWSE],drowse,,
[DRUBBING],drub,,
[DRUDGERY],drudge,,
[DRUGGING],drug,,
[DRUM],drum,,
[DRUMMING],drum,,
[DRY_CLEANING],dry_clean,,
[DUCKING],duck,,
[DUEL],duel,,
[DUMP],dump,,
[DUMPING],dump,,
[DUNK],dunk,,
[DUPERY],dupe,,
[DUPLICATION],duplicate,,
[DWINDLING],dwindle,,
[DYEING],dye,,
[EARNINGS],earn,,
[EARTHING],earth,,
[EASE],ease,,
[EASEMENT],ease,,
[EASING],ease,,
[EASING],ease,,
[EATING],eat,,
[EBB],ebb,,
[EBB],ebb,,
[EBBING],ebb,,
[ECHO],echo,,
[ECLIPSE],eclipse,,
[ECONOMY],economize,,
[ECONOMY],economize,,
[EDDY],eddy,,
[EDGE],edge,,
[EDIFICATION],edify,,
[EDITING],edit,,
[EDITORIAL],editorialize,,
[EDUCATION],educate,,
[EDUCATION],educate,,
[EDUCATION],educate,,
[EDUCATION],educate,,
[EFFACEMENT],efface,,
[EFFECT],effect,,
[EFFECT],effectuate,,
[EFFECT],effect,effectuate,
[EFFECTUATION],effectuate,,
[EFFERVESCENCE],effervesce,,
[EFFLORESCENCE],effloresce,,
[EFFUSION],effuse,,
[EFFUSION],effuse,,
[EGRESS],egress,,
[EGRESS],egress,,
[EGRESSION],egress,,
[EJACULATION],ejaculate,,
[EJACULATION],ejaculate,,
[EJECTION],eject,,
[EJECTION],eject,,
[ELABORATION],elaborate,,
[ELABORATION],elaborate,,
[ELABORATION],elaborate,,
[ELABORATION],elaborate,,
[ELATION],elate,,
[ELATION],elate,,
[ELBOWING],elbow,,
[ELECTION],elect,,
[ELECTIONEERING],electioneer,,
[ELECTIONEERING],electioneer,,
[ELECTRICITY],electrify,,
[ELECTRICITY],electrify,,
[ELECTRICITY],electrify,,
[ELECTRIFICATION],electrify,,
[ELECTRIFICATION],electrify,,
[ELECTROCUTION],electrocute,,
[ELECTROCUTION],electrocute,,
[ELEGY],elegize,,
[ELEVATION],elevate,,
[ELEVATION],elevate,,
[ELEVATION],elevate,,
[ELICITATION],elicit,,
[ELIMINATION],eliminate,,
[ELIMINATION],eliminate,,
[ELIMINATION],eliminate,,
[ELIMINATION],eliminate,,
[ELISION],elide,,
[ELISION],elide,,
[ELOCUTION],elocute,,
[ELONGATION],elongate,,
[ELOPEMENT],elope,,
[ELUCIDATION],elucidate,,
[ELUCIDATION],elucidate,,
[ELUDING],elude,,
[ELUSION],elude,,
[ELUTION],elute,,
[EMANATION],emanate,,
[EMANCIPATION],emancipate,,
[EMASCULATION],emasculate,,
[EMBALMMENT],embalm,,
[EMBARGO],embargo,,
[EMBARKMENT],embark,,
[EMBARRASSMENT],embarrass,,
[EMBELLISHMENT],embellish,,
[EMBELLISHMENT],embellish,,
[EMBEZZLEMENT],embezzle,,
[EMBITTERMENT],embitter,,
[EMBODIMENT],embody,,
[EMBODIMENT],embody,,
[EMBRACE],embrace,,
[EMBRACE],embrace,,
[EMBRACEMENT],embrace,,
[EMBRACING],embrace,,
[EMBROIDERY],embroider,,
[EMBROILMENT],embroil,,
[EMERGENCE],emerge,,
[EMERGENCE],emerge,,
[EMERGENCE],emerge,,
[EMERSION],emerge,,
[EMIGRATION],emigrate,,
[EMISSION],emit,,
[EMOTION],emote,,
[EMPATHY],empathize,empathise,
[EMPHASIS],emphasize,,
[EMPHASIZING],emphasize,,
[EMPLACEMENT],emplace,,
[EMPLOY],employ,,
[EMPLOYMENT],employ,,
[EMPLOYMENT],employ,,
[EMPOWERMENT],empower,,
[EMPTYING],empty,,
[EMULATION],emulate,,
[EMULATION],emulate,,
[EMULATION],emulate,,
[ENACTMENT],enact,,
[ENACTMENT],enact,,
[ENCAMPMENT],encamp,,
[ENCAPSULATION],encapsulate,,
[ENCAPSULATION],encapsulate,,
[ENCASEMENT],encase,,
[ENCHANTMENT],enchant,,
[ENCHANTMENT],enchant,,
[ENCHANTMENT],enchant,,
[ENCIRCLEMENT],encircle,,
[ENCLOSING],enclose,,
[ENCLOSURE],enclose,,
[ENCLOSURE],enclose,,
[ENCODING],encode,,
[ENCOMPASSMENT],encompass,,
[ENCORE],encore,,
[ENCOUNTER],encounter,,
[ENCOUNTER],encounter,,
[ENCOUNTER],encounter,,
[ENCOURAGEMENT],encourage,,
[ENCOURAGEMENT],encourage,,
[ENCROACHMENT],encroach,,
[ENCROACHMENT],encroach,,
[ENCROACHMENT],encroach,,
[ENCRUSTATION],encrust,,
[ENCRYPTION],encrypt,,
[END],end,,
[END],end,,
[END],end,,
[END],end,,
[END],end,,
[END],end,,
[END],end,,
[ENDEARMENT],endear,,
[ENDEAVOR],endeavor,,
[ENDEAVOR],endeavor,,
[ENDEAVOUR],endeavour,,
[ENDEAVOUR],endeavour,,
[ENDING],end,,
[ENDING],end,,
[ENDORSEMENT],endorse,,
[ENDORSEMENT],endorse,,
[ENDORSEMENT],endorse,,
[ENDORSEMENT],endorse,,
[ENDOWMENT],endow,,
[ENDOWMENT],endow,,
[ENDOWMENT],endow,,
[ENDURANCE],endure,,
[ENERGIZING],energize,,
[ENERGY],energize,,
[ENERGY],energize,,
[ENERVATION],enervate,,
[ENFEEBLEMENT],enfeeble,,
[ENFEOFFMENT],enfeoff,,
[ENFOLDING],enfold,,
[ENFORCEMENT],enforce,,
[ENFRANCHISEMENT],enfranchise,,
[ENGAGEMENT],engage,,
[ENGAGEMENT],engage,,
[ENGAGEMENT],engage,,
[ENGAGEMENT],engage,,
[ENGAGEMENT],engage,,
[ENGINEERING],engineer,,
[ENGORGEMENT],engorge,,
[ENGRAVING],engrave,,
[ENGROSSMENT],engross,,
[ENGROSSMENT],engross,,
[ENHANCEMENT],enhance,,
[ENHANCER],enhance,,
[ENJOINING],enjoin,,
[ENJOINMENT],enjoin,,
[ENJOYMENT],enjoy,,
[ENJOYMENT],enjoy,,
[ENLARGEMENT],enlarge,,
[ENLARGEMENT],enlarge,,
[ENLIGHTENMENT],enlighten,,
[ENLISTING],enlist,,
[ENNOBLEMENT],ennoble,,
[ENQUIRY],enquire,,
[ENQUIRY],enquire,,
[ENRAGEMENT],enrage,,
[ENRICHMENT],enrich,,
[ENRICHMENT],enrich,,
[ENROLLMENT],enroll,,
[ENROLMENT],enrol,,
[ENSLAVEMENT],enslave,,
[ENTAILMENT],entail,,
[ENTERING],enter,,
[ENTERING],enter,,
[ENTERTAINMENT],entertain,,
[ENTHRALLMENT],enthrall,,
[ENTHRONEMENT],enthrone,,
[ENTHRONISATION],enthrone,,
[ENTHRONIZATION],enthrone,,
[ENTICEMENT],entice,,
[ENTICEMENT],entice,,
[ENTOMBMENT],entomb,,
[ENTRANCE],enter,,
[ENTRANCE],enter,,
[ENTRANCEMENT],entrance,,
[ENTRAPMENT],entrap,,
[ENTRY],enter,,
[ENTRY],enter,,
[ENUCLEATION],enucleate,,
[ENUMERATION],enumerate,,
[ENUMERATION],enumerate,,
[ENUNCIATION],enunciate,,
[ENVELOPMENT],envelop,,
[ENVISIONING],envision,,
[ENVY],envy,,
[ENVY],envy,,
[EPITOME],epitomize,epitomise,
[EPITOME],epitomize,epitomise,
[EQUALISATION],equalise,,
[EQUALIZATION],equalize,,
[EQUALIZER],equalize,,
[EQUATING],equate,,
[EQUATION],equate,,
[EQUATION],equate,,
[EQUATION],equate,,
[EQUILIBRIUM],equilibrate,,
[EQUILIBRIUM],equilibrate,equilibrize,
[EQUILIBRIUM],equilibrate,,
[EQUIPPING],equip,,
[EQUIVOCATION],equivocate,,
[EQUIVOCATION],equivocate,,
[ERADICATION],eradicate,,
[ERASURE],erase,,
[ERASURE],erase,,
[ERASURE],erase,,
[ERECTING],erect,,
[ERECTION],erect,,
[ERODING],erode,,
[EROSION],erode,,
[EROSION],erode,,
[ERROR],err,,
[ERUCTATION],eruct,,
[ERUCTATION],eruct,,
[ERUPTION],erupt,,
[ERUPTION],erupt,,
[ERUPTION],erupt,,
[ERUPTION],erupt,,
[ESCALADE],escalade,,
[ESCALATION],escalate,,
[ESCAPE],escape,,
[ESCAPE],escape,,
[ESCAPE],escape,,
[ESCAPE],escape,,
[ESCAPE],escape,,
[ESPIAL],espy,,
[ESPOUSAL],espouse,,
[ESSAY],essay,,
[ESTABLISHMENT],establish,,
[ESTABLISHMENT],establish,,
[ESTEEM],esteem,,
[ESTEEM],esteem,,
[ESTEEM],esteem,,
[ESTIMATE],estimate,,
[ESTIMATE],estimate,,
[ESTIMATE],estimate,,
[ESTIMATION],estimate,,
[ESTIMATION],estimate,,
[ESTIMATION],estimate,,
[ESTIVATION],estivate,,
[ESTRANGEMENT],estrange,,
[ESTRANGEMENT],estrange,,
[ETCHING],etch,,
[ETIOLATION],etiolate,,
[ETIOLATION],etiolate,,
[ETYMOLOGIZING],etymologize,,
[ETYMOLOGY],etymologize,,
[ETYMOLOGY],etymologize,,
[EULOGY],eulogize,eulogise,
[EUPHEMISM],euphemize,,
[EVACUATION],evacuate,,
[EVACUATION],evacuate,,
[EVACUATION],evacuate,,
[EVALUATION],evaluate,,
[EVALUATION],evaluate,,
[EVANESCENCE],evanesce,,
[EVANGELISM],evangelize,evangelise,
[EVAPORATION],evaporate,,
[EVAPORATION],evaporate,,
[EVASION],evade,,
[EVASION],evade,,
[EVENT],eventuate,,
[EVERSION],evert,,
[EVERTING],evert,,
[EVICTION],evict,,
[EVICTION],evict,,
[EVIDENCE],evidence,,
[EVIDENCE],evidence,,
[EVIDENCE],evidence,,
[EVISCERATION],eviscerate,,
[EVOCATION],evoke,,
[EVOCATION],evoke,,
[EVOCATION],evoke,,
[EVOLUTION],evolve,,
[EVOLUTION],evolve,,
[EXACERBATION],exacerbate,,
[EXACERBATION],exacerbate,,
[EXACTION],exact,,
[EXAGGERATION],exaggerate,,
[EXAGGERATION],exaggerate,,
[EXAGGERATION],exaggerate,,
[EXALTATION],exalt,,
[EXALTATION],exalt,,
[EXAMINATION],examine,,
[EXAMINATION],examine,,
[EXAMINATION],examine,,
[EXAMINATION],examine,,
[EXAMINATION],examine,,
[EXAMPLE],exemplify,,
[EXAMPLE],exemplify,,
[EXAMPLE],exemplify,,
[EXAMPLE],exemplify,,
[EXASPERATION],exasperate,,
[EXASPERATION],exasperate,,
[EXCAVATION],excavate,,
[EXCAVATION],excavate,,
[EXCAVATION],excavate,,
[EXCEPTION],except,,
[EXCEPTION],except,,
[EXCERPT],excerpt,,
[EXCHANGE],exchange,,
[EXCHANGE],exchange,,
[EXCHANGE],exchange,,
[EXCHANGE],exchange,,
[EXCISE],excise,,
[EXCISION],excise,,
[EXCISION],excise,,
[EXCITATION],excite,,
[EXCITATION],excite,,
[EXCITATION],excite,,
[EXCITEMENT],excite,,
[EXCITEMENT],excite,,
[EXCITEMENT],excite,,
[EXCLAIMING],exclaim,,
[EXCLAMATION],exclaim,,
[EXCLAMATION],exclaim,,
[EXCLUSION],exclude,,
[EXCLUSION],exclude,,
[EXCLUSION],exclude,,
[EXCOGITATION],excogitate,,
[EXCOGITATION],excogitate,,
[EXCOMMUNICATION],excommunicate,,
[EXCOMMUNICATION],excommunicate,,
[EXCORIATION],excoriate,,
[EXCORIATION],excoriate,,
[EXCRETING],excrete,,
[EXCRETION],excrete,,
[EXCRUCIATION],excruciate,,
[EXCRUCIATION],excruciate,,
[EXCULPATION],exculpate,,
[EXCUSE],excuse,,
[EXCUSE],excuse,,
[EXECRATION],execrate,,
[EXECRATION],execrate,,
[EXECRATION],execrate,,
[EXECUTING],execute,,
[EXECUTION],execute,,
[EXECUTION],execute,,
[EXECUTION],execute,,
[EXECUTION],execute,,
[EXECUTION],execute,,
[EXEMPLIFICATION],exemplify,,
[EXEMPLIFICATION],exemplify,,
[EXEMPTION],exempt,,
[EXENTERATION],exenterate,,
[EXERCISE],exercise,,
[EXERCISE],exercise,,
[EXERCISE],exercise,,
[EXERCISING],exercise,,
[EXERTION],exert,,
[EXFOLIATION],exfoliate,,
[EXHALATION],exhale,,
[EXHAUSTION],exhaust,,
[EXHIBIT],exhibit,,
[EXHIBITION],exhibit,,
[EXHILARATION],exhilarate,,
[EXHORTATION],exhort,,
[EXHORTATION],exhort,,
[EXHUMATION],exhume,,
[EXILE],exile,,
[EXISTENCE],exist,,
[EXIT],exit,,
[EXIT],exit,,
[EXONERATION],exonerate,,
[EXONERATION],exonerate,,
[EXORCISM],exorcize,,
[EXPANSION],expand,,
[EXPANSION],expand,,
[EXPATIATION],expatiate,,
[EXPATRIATION],expatriate,,
[EXPATRIATION],expatriate,,
[EXPECTANCY],expect,,
[EXPECTATION],expect,,
[EXPECTATION],expect,,
[EXPECTATION],expect,,
[EXPECTORATION],expectorate,,
[EXPECTORATION],expectorate,,
[EXPELLING],expel,,
[EXPENDING],expend,,
[EXPENDITURE],expend,,
[EXPENDITURE],expend,,
[EXPENDITURE],expend,,
[EXPERIENCE],experience,,
[EXPERIENCE],experience,,
[EXPERIENCE],experience,,
[EXPERIMENT],experiment,,
[EXPERIMENT],experiment,,
[EXPERIMENTATION],experiment,,
[EXPERIMENTATION],experiment,,
[EXPIATION],expiate,,
[EXPIATION],expiate,,
[EXPIRATION],expire,,
[EXPIRATION],expire,,
[EXPLANATION],explain,,
[EXPLANATION],explain,,
[EXPLICATION],explicate,,
[EXPLICATION],explicate,,
[EXPLOITATION],exploit,,
[EXPLOITATION],exploit,,
[EXPLORATION],explore,,
[EXPLORATION],explore,,
[EXPLORATION],explore,,
[EXPLOSION],explode,,
[EXPLOSION],explode,,
[EXPLOSION],explode,,
[EXPLOSION],explode,,
[EXPLOSION],explode,,
[EXPORTATION],export,,
[EXPORTING],export,,
[EXPOSE],expose,,
[EXPOSITION],exposit,,
[EXPOSITION],exposit,,
[EXPOSTULATION],expostulate,,
[EXPOSURE],expose,,
[EXPOSURE],expose,,
[EXPOSURE],expose,,
[EXPOSURE],expose,,
[EXPOSURE],expose,,
[EXPOSURE],expose,,
[EXPOUNDING],expound,,
[EXPRESS],express,,
[EXPRESS],express,,
[EXPRESSAGE],express,,
[EXPRESSION],express,,
[EXPRESSION],express,,
[EXPRESSION],express,,
[EXPROPRIATION],expropriate,,
[EXPULSION],expel,,
[EXPULSION],expel,,
[EXPUNCTION],expunge,,
[EXPUNGING],expunge,,
[EXPURGATION],expurgate,,
[EXTEMPORISATION],extemporise,,
[EXTEMPORIZATION],extemporize,,
[EXTENSION],extend,,
[EXTENSION],extend,,
