textID,#words,genre,year,title,author,Publication information,Library of Congress classification (NF),FIXED
7162," 81,849 ",FIC,1845,"The Warwick Woodlands; or, Things as They Were There Ten Years Ago . . ","Herbert, Henry William, 1807-1858",,,n
7773," 48,728 ",FIC,1845,Forest leaves,"Peirson, Lydia Jane, 1802-1862",,,n
7450," 18,817 ",FIC,1845,The lost pleiad,"Chivers, T. H. (Thomas Holley), 1809-1858",,,n
7316," 89,174 ",FIC,1845,"The Wigwam and the Cabin, volume 1","Simms, William Gilmore, 1806-1870",,,n
7317," 87,417 ",FIC,1845,"The Wigwam and the Cabin, volume 2","Simms, William Gilmore, 1806-1870",,,n
7136," 53,833 ",FIC,1846,"The Spectre Steamer, and Other Tales","Ingraham, J. H. (Joseph Holt), 1809-1860",,,n
7121," 50,694 ",FIC,1846,"The Slave King; or, The Triumph of Liberty Volume 1","Ingraham, J. H. (Joseph Holt), 1809-1860",,,n
7084," 53,406 ",FIC,1846,"Bonfield; or, The Outlaw of the Bermudas. A Nautical Novel . . ","Ingraham, J. H. (Joseph Holt), 1809-1860",,,n
7069," 28,951 ",FIC,1846,Boarding Out. A Tale of Domestic Life . . ,"Hale, Sarah Josepha Buell, 1788-1879",,,n
8801," 22,917 ",FIC,1847,The Bucktails,"Paulding, James Kirke, 1778-1860",,,n
8803," 22,014 ",FIC,1847,Antipathies,"Paulding, James Kirke, 1778-1860",,,n
8805," 24,002 ",FIC,1847,Madmen All,"Paulding, James Kirke, 1778-1860",,,n
8807," 26,373 ",FIC,1847,The Noble Exile,"Paulding, James Kirke, 1778-1860",,,n
7124," 47,779 ",FIC,1847,"Paul Perril, the Merchant's Son; or, The Adventures of a New-England Boy Launched upon Life . . . Volume 2","Ingraham, J. H. (Joseph Holt), 1809-1860",,,n
7138," 51,926 ",FIC,1847,"The Surf Skiff; or, The Heroine of Kennebec . . ","Ingraham, J. H. (Joseph Holt), 1809-1860",,,n
7094," 55,024 ",FIC,1847,"Edward Manning; or, The Bride and the Maiden","Ingraham, J. H. (Joseph Holt), 1809-1860",,,n
7149," 76,631 ",FIC,1847,"Ingleborough Hall, and Lord of the Manor","Herbert, Henry William, 1807-1858",,,n
7152," 43,367 ",FIC,1847,The Miller of Martigne,"Herbert, Henry William, 1807-1858",,,n
7190," 58,107 ",FIC,1847,Legends of Mexico . . ,"Lippard, George, 1822-1854",,,n
7194," 26,737 ",FIC,1847,"The Rose of Wissahikon; or, The Fourth of July, 1776. A Romance, Embracing the Secret History of the Declaration of Independence . . ","Lippard, George, 1822-1854",,,n
8147," 17,496 ",FIC,1848,The lesson of life,"Boker, George H. (George Henry), 1823-1890",,,n
7341," 62,547 ",FIC,1848,"Major Jones's Sketches of Travel, Comprising the Scenes, Incidents, and Adventures in His Tour from Georgia to Canada","Thompson, William Tappan, 1812-1882",,,n
7338," 30,420 ",FIC,1848,"Lucy Hosmer; or, The Guardian and Ghost. A Tale of Avarice and Crime Defeated","Thompson, Daniel P. (Daniel Pierce), 1795-1868",,,n
7235," 45,060 ",FIC,1848,The First of the Knickerbockers: A Tale of 1673,"Myers, P. Hamilton (Peter Hamilton), 1812-1878",,,n
8892," 19,351 ",FIC,1848,The Stranger,"Sargent, Epes, 1813-1880",,,n
8994," 13,837 ",FIC,1848,Gonzalvo,"Williams, Charles",,,n
8876," 16,428 ",FIC,1848,The New World,"Read, Harriet Fanning",,,n
8878," 15,222 ",FIC,1849,Love's Martyr,"Reid, Mayne, 1818-1883",,,n
9494," 26,946 ",FIC,1849,Norman Maurice,"Simms, William Gilmore, 1806-1870",,,n
9495," 20,365 ",FIC,1849,Atalantis,"Simms, William Gilmore, 1806-1870",,,n
7237," 25,041 ",FIC,1849,"The Young Patroon; or, Christmas in 1690. A Tale of New York","Myers, P. Hamilton (Peter Hamilton), 1812-1878",,,n
7230," 67,537 ",FIC,1849,"Merry-mount: A Romance of the Massachusetts Colony, Volume 1","Motley, John Lothrop, 1814-1877",,,n
5295," 56,113 ",FIC,1849,Venus in Boston;  A Romance of City Life,"Thompson, George, 1823-",Unknown,,n
2605," 35,855 ",FIC,1849,Wreaths of Friendship A Gift for the Young,"Arthur, T. S. (Timothy Shay), 1809-1885",,,n
574," 24,239 ",FIC,1849,"Mazelli, and Other Poems","Sands, George W., ca. 1824-1874",,,n
7333," 34,050 ",FIC,1849,"Sketches of Character, and Tales Founded on Fact","Thomas, Frederick W. (Frederick William), 1806-1866",,,n
7346," 4,096 ",FIC,1849,"Albert Simmons; or, The Midshipman's Revenge, ed. M.M. Ballou: The Adopted Son; or, The Reward of Charity. By Paul Creyton [pseud]","Trowbridge, J. T. (John Townsend), 1827-1916",,,n
7347," 54,150 ",FIC,1849,"Kate the Accomplice; or, The Preacher and the Burglar. By Paul Creyton [pseud]","Trowbridge, J. T. (John Townsend), 1827-1916",,,n
8065," 19,023 ",FIC,1849,Songs of the sea,"Sargent, Epes, 1813-1880",,,n
8007, 399 ,FIC,1849,The twofold being,"Higginson, Thomas Wentworth, 1823-1911",,,n
8349," 8,224 ",FIC,1849,"The Woodman, and other poems","Channing, William Ellery, 1817-1901",,,n
